"","colors","POS","CIGAR","TLEN"
"16986",99,2039209,"30S45M",179
"16987",163,2039104,"2S73M",302
"16988",163,2039536,"11S64M",150
"16989",163,2039589,"3S72M",166
"16990",163,2039414,"3S72M",362
"16991",163,2039619,"1S74M",186
"16992",163,2039479,"3S72M",336
"16993",99,2039622,"32S43M",208
"16994",163,2039596,"2S73M",256
"16995",99,2039837,"32S43M",213
"16996",99,2040048,"4S71M",195
"16997",163,2040068,"4S71M",238
"16998",99,2125354,"53S22M",99
"16999",99,2125354,"51S24M",99
"17000",163,2125354,"53S22M",102
"17001",99,2125354,"48S27M",102
"17002",163,2125354,"44S31M",108
"17003",99,2125354,"44S31M",108
"17004",99,2125354,"53S22M",108
"17005",163,2125354,"46S29M",110
"17006",99,2125354,"54S21M",110
"17007",163,2125354,"42S33M",111
"17008",99,2125354,"50S25M",111
"17009",99,2125354,"49S26M",112
"17010",99,2125354,"44S31M",116
"17011",163,2125354,"42S33M",116
"17012",99,2125354,"34S41M",117
"17013",163,2125354,"55S20M",117
"17014",99,2125354,"48S27M",117
"17015",99,2125354,"46S29M",117
"17016",163,2125354,"48S27M",118
"17017",163,2125354,"43S32M",121
"17018",99,2125354,"46S29M",123
"17019",163,2125354,"49S26M",123
"17020",99,2125354,"41S34M",123
"17021",163,2125354,"55S20M",124
"17022",163,2125354,"33S42M",124
"17023",99,2125354,"44S31M",124
"17024",99,2125354,"40S35M",126
"17025",163,2125354,"24S51M",126
"17026",99,2125354,"25S50M",126
"17027",99,2125354,"23S52M",127
"17028",163,2125354,"55S20M",127
"17029",163,2125354,"35S40M",128
"17030",99,2125354,"36S39M",128
"17031",99,2125354,"36S39M",128
"17032",99,2125354,"49S26M",128
"17033",163,2125354,"30S45M",129
"17034",163,2125354,"43S32M",129
"17035",163,2125354,"25S50M",129
"17036",99,2125354,"50S25M",129
"17037",99,2125354,"24S51M",129
"17038",99,2125354,"32S43M",130
"17039",99,2125354,"48S27M",130
"17040",163,2125354,"51S24M",131
"17041",163,2125354,"40S35M",131
"17042",163,2125354,"44S31M",131
"17043",163,2125354,"46S29M",132
"17044",99,2125354,"49S26M",132
"17045",99,2125354,"34S41M",132
"17046",163,2125354,"36S39M",132
"17047",163,2125354,"28S47M",133
"17048",163,2125354,"51S24M",133
"17049",99,2125354,"30S45M",134
"17050",163,2125354,"41S34M",134
"17051",163,2125354,"32S43M",135
"17052",99,2125354,"50S25M",135
"17053",99,2125354,"53S22M",136
"17054",99,2125354,"20S55M",137
"17055",99,2125354,"53S22M",137
"17056",99,2125354,"34S41M",138
"17057",99,2125354,"46S29M",138
"17058",99,2125354,"19S56M",138
"17059",99,2125354,"45S30M",138
"17060",163,2125354,"46S29M",118
"17061",163,2125354,"35S40M",138
"17062",99,2125354,"44S31M",139
"17063",99,2125354,"33S42M",139
"17064",99,2125354,"43S32M",139
"17065",99,2125354,"33S42M",140
"17066",99,2125354,"10S65M",140
"17067",163,2125354,"46S29M",140
"17068",163,2125354,"32S43M",140
"17069",99,2125354,"24S51M",140
"17070",163,2125354,"44S31M",140
"17071",99,2125354,"31S44M",140
"17072",163,2125354,"29S46M",140
"17073",99,2125354,"28S47M",140
"17074",163,2125354,"49S26M",140
"17075",99,2125354,"16S59M",141
"17076",163,2125354,"21S54M",141
"17077",163,2125354,"46S29M",141
"17078",163,2125354,"32S43M",141
"17079",99,2125354,"35S40M",142
"17080",163,2125354,"25S50M",142
"17081",99,2125354,"24S51M",143
"17082",163,2125354,"51S24M",143
"17083",99,2125354,"23S52M",143
"17084",99,2125354,"17S58M",143
"17085",99,2125354,"28S47M",143
"17086",99,2125354,"12S63M",143
"17087",99,2125354,"40S35M",144
"17088",99,2125354,"30S45M",144
"17089",163,2125354,"40S35M",145
"17090",99,2125354,"55S20M",145
"17091",163,2125354,"33S42M",145
"17092",163,2125354,"52S23M",146
"17093",99,2125354,"4S71M",146
"17094",99,2125354,"20S55M",147
"17095",163,2125354,"49S26M",147
"17096",99,2125354,"30S45M",147
"17097",163,2125354,"32S43M",147
"17098",163,2125354,"23S52M",148
"17099",163,2125354,"51S24M",148
"17100",163,2125354,"20S55M",148
"17101",99,2125354,"49S26M",148
"17102",99,2125354,"33S42M",149
"17103",163,2125354,"41S34M",149
"17104",99,2125354,"21S54M",149
"17105",163,2125354,"43S32M",149
"17106",99,2125354,"45S30M",150
"17107",99,2125354,"45S30M",150
"17108",163,2125354,"43S32M",150
"17109",163,2125354,"26S49M",150
"17110",163,2125354,"26S49M",150
"17111",163,2125354,"6S69M",150
"17112",163,2125354,"29S46M",150
"17113",99,2125354,"25S50M",151
"17114",163,2125354,"21S54M",151
"17115",99,2125354,"13S62M",151
"17116",99,2125354,"45S30M",151
"17117",163,2125354,"28S47M",152
"17118",163,2125354,"37S38M",153
"17119",163,2125354,"55S20M",153
"17120",99,2125354,"26S49M",153
"17121",163,2125354,"29S46M",154
"17122",99,2125354,"29S46M",154
"17123",99,2125354,"24S29M1D22M",154
"17124",163,2125354,"31S44M",154
"17125",163,2125354,"16S59M",155
"17126",99,2125354,"22S53M",155
"17127",163,2125354,"33S42M",156
"17128",163,2125354,"6S69M",156
"17129",163,2125354,"25S50M",156
"17130",163,2125354,"51S24M",156
"17131",99,2125354,"43S32M",157
"17132",163,2125354,"14S61M",157
"17133",99,2125354,"16S59M",157
"17134",99,2125354,"35S40M",157
"17135",99,2125354,"34S41M",158
"17136",163,2125354,"43S32M",158
"17137",99,2125354,"25S50M",158
"17138",163,2125354,"16S59M",137
"17139",163,2125354,"7S68M",158
"17140",163,2125354,"38S37M",159
"17141",99,2125354,"25S50M",159
"17142",99,2125354,"35S40M",159
"17143",99,2125354,"29S46M",157
"17144",163,2125354,"9S66M",159
"17145",99,2125354,"4S71M",159
"17146",163,2125354,"44S31M",159
"17147",99,2125354,"48S27M",159
"17148",163,2125354,"53S22M",142
"17149",163,2125354,"12S63M",138
"17150",99,2125354,"38S37M",159
"17151",99,2125354,"25S50M",160
"17152",163,2125354,"42S33M",160
"17153",163,2125354,"25S50M",160
"17154",163,2125354,"52S23M",160
"17155",99,2125354,"18S57M",160
"17156",99,2125354,"12S63M",158
"17157",163,2125354,"35S40M",161
"17158",99,2125354,"9S66M",161
"17159",99,2125354,"10S65M",161
"17160",99,2125354,"33S42M",161
"17161",163,2125354,"25S50M",161
"17162",99,2125354,"29S46M",161
"17163",163,2125354,"24S51M",126
"17164",163,2125354,"32S43M",161
"17165",99,2125354,"31S44M",161
"17166",99,2125354,"45S30M",162
"17167",99,2125354,"51S24M",162
"17168",163,2125354,"53S22M",143
"17169",163,2125354,"50S25M",142
"17170",99,2125354,"21S54M",162
"17171",163,2125354,"11S64M",163
"17172",163,2125354,"23S52M",163
"17173",163,2125354,"45S30M",163
"17174",163,2125354,"41S34M",163
"17175",163,2125354,"18S57M",164
"17176",163,2125354,"37S38M",165
"17177",99,2125354,"52S23M",165
"17178",99,2125354,"52S23M",165
"17179",99,2125354,"32S43M",165
"17180",163,2125354,"36S39M",165
"17181",99,2125354,"27S48M",165
"17182",99,2125354,"46S29M",165
"17183",163,2125354,"13S62M",165
"17184",99,2125354,"20S55M",166
"17185",99,2125354,"23S52M",166
"17186",163,2125354,"45S30M",166
"17187",99,2125354,"46S29M",166
"17188",163,2125354,"37S38M",167
"17189",99,2125354,"41S34M",167
"17190",163,2125354,"28S47M",150
"17191",99,2125354,"37S38M",167
"17192",163,2125354,"4S71M",168
"17193",163,2125354,"39S36M",168
"17194",163,2125354,"46S29M",168
"17195",163,2125354,"35S40M",168
"17196",163,2125354,"21S54M",152
"17197",163,2125354,"3S72M",169
"17198",99,2125354,"46S29M",170
"17199",99,2125354,"26S49M",170
"17200",163,2125354,"55S20M",156
"17201",99,2125354,"46S29M",171
"17202",163,2125354,"2S73M",171
"17203",99,2125354,"32S43M",171
"17204",163,2125354,"19S56M",158
"17205",163,2125354,"22S53M",157
"17206",99,2125354,"28S47M",171
"17207",99,2125354,"18S57M",172
"17208",163,2125354,"54S21M",172
"17209",99,2125354,"36S39M",172
"17210",163,2125354,"44S31M",173
"17211",163,2125354,"20S55M",161
"17212",163,2125354,"44S31M",173
"17213",99,2125354,"41S34M",173
"17214",163,2125354,"18S57M",174
"17215",163,2125354,"12S63M",174
"17216",99,2125354,"12S63M",174
"17217",163,2125354,"24S51M",174
"17218",99,2125354,"42S33M",174
"17219",99,2125354,"48S27M",174
"17220",163,2125354,"18S57M",175
"17221",163,2125354,"35S40M",175
"17222",163,2125354,"14S61M",175
"17223",163,2125354,"50S25M",175
"17224",99,2125354,"27S48M",176
"17225",99,2125354,"30S45M",176
"17226",99,2125354,"29S46M",176
"17227",99,2125354,"7S68M",176
"17228",163,2125354,"49S26M",177
"17229",99,2125354,"55S20M",177
"17230",163,2125354,"44S31M",177
"17231",163,2125354,"30S45M",177
"17232",99,2125354,"3S72M",177
"17233",99,2125354,"29S46M",177
"17234",163,2125354,"14S61M",179
"17235",99,2125354,"12S63M",179
"17236",163,2125354,"33S42M",179
"17237",99,2125354,"45S30M",179
"17238",99,2125354,"44S31M",179
"17239",99,2125354,"18S57M",179
"17240",163,2125354,"10S65M",180
"17241",99,2125354,"3S72M",180
"17242",163,2125354,"16S59M",180
"17243",99,2125354,"45S30M",180
"17244",163,2125354,"48S27M",180
"17245",99,2125354,"3S72M",180
"17246",163,2125354,"39S36M",181
"17247",99,2125354,"10S65M",181
"17248",163,2125354,"9S66M",181
"17249",163,2125354,"15S60M",181
"17250",163,2125354,"8S67M",182
"17251",99,2125354,"34S41M",182
"17252",163,2125354,"46S29M",182
"17253",99,2125354,"23S52M",182
"17254",99,2125354,"8S67M",182
"17255",163,2125354,"26S49M",183
"17256",99,2125354,"54S21M",183
"17257",99,2125354,"35S40M",183
"17258",99,2125354,"47S28M",185
"17259",163,2125354,"18S57M",172
"17260",99,2125354,"47S28M",185
"17261",99,2125354,"23S52M",186
"17262",99,2125354,"46S29M",186
"17263",163,2125354,"38S37M",186
"17264",163,2125354,"48S27M",187
"17265",163,2125354,"32S43M",174
"17266",99,2125354,"25S50M",187
"17267",163,2125354,"49S26M",176
"17268",163,2125354,"44S31M",189
"17269",163,2125354,"30S45M",189
"17270",99,2125354,"12S63M",189
"17271",99,2125354,"20S55M",189
"17272",99,2125354,"18S57M",190
"17273",163,2125354,"54S21M",190
"17274",99,2125354,"15S60M",190
"17275",99,2125354,"26S49M",190
"17276",163,2125354,"49S26M",190
"17277",163,2125354,"38S37M",153
"17278",163,2125354,"40S35M",179
"17279",163,2125354,"44S31M",190
"17280",99,2125354,"47S28M",190
"17281",163,2125354,"52S23M",190
"17282",99,2125354,"10S65M",191
"17283",99,2125354,"28S47M",192
"17284",99,2125354,"38S37M",192
"17285",163,2125354,"4S71M",192
"17286",99,2125354,"29S46M",192
"17287",163,2125354,"15S60M",193
"17288",99,2125354,"26S49M",193
"17289",163,2125354,"12S63M",193
"17290",99,2125354,"28S47M",193
"17291",163,2125354,"7S68M",194
"17292",163,2125354,"46S29M",195
"17293",99,2125354,"8S67M",195
"17294",163,2125354,"8S67M",196
"17295",99,2125354,"20S55M",196
"17296",163,2125354,"36S39M",196
"17297",99,2125354,"35S40M",196
"17298",99,2125354,"4S71M",196
"17299",163,2125354,"16S59M",197
"17300",99,2125354,"25S50M",197
"17301",99,2125354,"12S63M",198
"17302",99,2125354,"30S45M",198
"17303",163,2125354,"14S61M",182
"17304",163,2125354,"19S56M",198
"17305",99,2125354,"11S64M",199
"17306",163,2125354,"37S38M",199
"17307",99,2125354,"20S55M",199
"17308",99,2125354,"48S27M",199
"17309",163,2125354,"41S34M",200
"17310",163,2125354,"38S37M",201
"17311",163,2125354,"45S30M",201
"17312",163,2125354,"25S50M",201
"17313",163,2125354,"22S53M",201
"17314",99,2125354,"3S72M",201
"17315",163,2125354,"17S58M",165
"17316",99,2125354,"39S36M",202
"17317",99,2125354,"39S36M",202
"17318",99,2125354,"23S52M",202
"17319",99,2125354,"36S39M",202
"17320",99,2125354,"40S35M",202
"17321",99,2125354,"52S23M",203
"17322",99,2125354,"5S70M",203
"17323",99,2125354,"36S39M",203
"17324",163,2125354,"35S40M",203
"17325",163,2125354,"32S43M",204
"17326",99,2125354,"11S64M",204
"17327",99,2125354,"26S49M",205
"17328",163,2125354,"21S54M",205
"17329",99,2125354,"3S72M",206
"17330",163,2125354,"35S40M",206
"17331",99,2125354,"30S45M",206
"17332",99,2125354,"16S59M",206
"17333",99,2125354,"29S46M",206
"17334",163,2125354,"21S54M",207
"17335",99,2125354,"34S41M",207
"17336",99,2125354,"10S65M",207
"17337",99,2125354,"45S30M",208
"17338",99,2125354,"32S43M",208
"17339",163,2125354,"45S30M",209
"17340",99,2125354,"39S36M",210
"17341",163,2125354,"24S51M",211
"17342",99,2125354,"15S60M",211
"17343",163,2125354,"36S39M",194
"17344",163,2125354,"49S26M",212
"17345",163,2125354,"12S63M",213
"17346",99,2125354,"35S40M",213
"17347",163,2125354,"55S20M",214
"17348",163,2125354,"37S38M",214
"17349",163,2125354,"48S27M",195
"17350",99,2125356,"16S59M",212
"17351",163,2125354,"29S46M",215
"17352",99,2125354,"7S68M",215
"17353",99,2125354,"39S36M",215
"17354",163,2125354,"54S21M",216
"17355",99,2125354,"49S26M",216
"17356",99,2125354,"34S41M",217
"17357",99,2125354,"44S31M",217
"17358",163,2125354,"21S54M",197
"17359",163,2125354,"35S40M",218
"17360",99,2125354,"13S62M",218
"17361",99,2125354,"40S35M",218
"17362",163,2125354,"40S35M",218
"17363",99,2125354,"13S62M",219
"17364",99,2125356,"43S32M",217
"17365",163,2125354,"49S26M",219
"17366",99,2125354,"46S29M",220
"17367",99,2125354,"53S22M",220
"17368",163,2125354,"29S46M",220
"17369",99,2125354,"6S69M",220
"17370",99,2125354,"3S72M",221
"17371",163,2125354,"22S53M",221
"17372",163,2125354,"35S40M",222
"17373",99,2125354,"20S55M",222
"17374",163,2125354,"8S67M",204
"17375",99,2125354,"50S25M",223
"17376",99,2125354,"30S45M",223
"17377",163,2125354,"32S43M",223
"17378",163,2125354,"51S24M",224
"17379",99,2125354,"26S49M",224
"17380",163,2125354,"40S35M",203
"17381",99,2125354,"25S50M",225
"17382",99,2125354,"31S44M",225
"17383",163,2125354,"19S56M",225
"17384",163,2125354,"42S33M",226
"17385",163,2125354,"34S41M",204
"17386",163,2125354,"53S22M",227
"17387",99,2125354,"51S24M",227
"17388",163,2125354,"22S53M",227
"17389",163,2125354,"48S27M",206
"17390",99,2125354,"39S36M",228
"17391",163,2125354,"18S57M",207
"17392",163,2125354,"26S49M",229
"17393",163,2125354,"14S61M",229
"17394",163,2125354,"50S25M",230
"17395",163,2125354,"6S69M",230
"17396",163,2125354,"5S70M",230
"17397",163,2125354,"4S71M",231
"17398",99,2125354,"12S63M",231
"17399",99,2125354,"20S55M",231
"17400",163,2125354,"14S61M",231
"17401",163,2125380,"2S73M",206
"17402",99,2125354,"5S70M",232
"17403",163,2125354,"30S45M",212
"17404",163,2125354,"23S52M",233
"17405",163,2125354,"33S42M",234
"17406",163,2125354,"46S29M",214
"17407",163,2125354,"16S59M",235
"17408",99,2125354,"46S29M",236
"17409",99,2125354,"27S48M",236
"17410",163,2125354,"3S72M",237
"17411",99,2125354,"8S67M",237
"17412",99,2125354,"12S63M",237
"17413",99,2125354,"28S47M",237
"17414",163,2125354,"8S67M",216
"17415",99,2125354,"40S35M",238
"17416",99,2125354,"32S43M",238
"17417",99,2125354,"46S29M",239
"17418",163,2125354,"17S58M",240
"17419",99,2125354,"20S55M",240
"17420",99,2125354,"31S44M",240
"17421",99,2125354,"10S65M",241
"17422",99,2125354,"49S26M",242
"17423",163,2125354,"19S56M",243
"17424",163,2125354,"10S65M",244
"17425",99,2125354,"25S50M",245
"17426",163,2125354,"5S70M",245
"17427",99,2125354,"10S65M",245
"17428",163,2125354,"39S36M",246
"17429",99,2125354,"39S36M",246
"17430",99,2125354,"5S70M",246
"17431",163,2125354,"14S61M",246
"17432",163,2125354,"29S46M",247
"17433",163,2125354,"15S60M",247
"17434",163,2125354,"39S36M",247
"17435",163,2125354,"33S42M",229
"17436",163,2125354,"16S59M",231
"17437",99,2125354,"16S59M",250
"17438",99,2125354,"40S35M",251
"17439",163,2125354,"6S69M",250
"17440",99,2125354,"25S50M",251
"17441",163,2125354,"40S35M",252
"17442",163,2125354,"45S30M",253
"17443",99,2125354,"16S59M",253
"17444",99,2125354,"53S22M",254
"17445",163,2125354,"25S50M",256
"17446",163,2125354,"15S60M",256
"17447",99,2125354,"24S51M",256
"17448",99,2125354,"23S52M",257
"17449",163,2125354,"40S35M",257
"17450",99,2125354,"37S38M",258
"17451",99,2125354,"23S52M",258
"17452",99,2125354,"49S26M",259
"17453",163,2125354,"19S56M",260
"17454",99,2125354,"12S63M",262
"17455",99,2125354,"22S53M",262
"17456",163,2125354,"10S65M",263
"17457",99,2125354,"15S60M",264
"17458",99,2125354,"23S52M",264
"17459",163,2125354,"38S37M",264
"17460",99,2125354,"26S49M",266
"17461",99,2125354,"29S46M",266
"17462",99,2125354,"20S55M",267
"17463",99,2125354,"12S63M",237
"17464",99,2125354,"52S23M",268
"17465",99,2125354,"39S36M",269
"17466",99,2125354,"9S66M",269
"17467",99,2125354,"40S35M",271
"17468",99,2125354,"9S66M",271
"17469",163,2125354,"52S23M",272
"17470",163,2125354,"20S55M",272
"17471",99,2125354,"28S47M",276
"17472",99,2125354,"32S43M",277
"17473",163,2125354,"50S25M",277
"17474",99,2125354,"17S58M",276
"17475",99,2125354,"30S45M",278
"17476",163,2125354,"52S23M",263
"17477",99,2125354,"5S70M",278
"17478",163,2125354,"52S23M",278
"17479",163,2125354,"51S24M",282
"17480",99,2125354,"4S71M",282
"17481",163,2125354,"32S43M",272
"17482",99,2125354,"13S62M",286
"17483",99,2125354,"44S31M",286
"17484",99,2125354,"25S50M",287
"17485",163,2125354,"13S62M",277
"17486",99,2125354,"13S62M",289
"17487",99,2125354,"48S27M",290
"17488",163,2125354,"18S57M",293
"17489",99,2125354,"9S66M",293
"17490",163,2125354,"34S41M",280
"17491",99,2125354,"21S54M",295
"17492",163,2125354,"44S31M",295
"17493",99,2125354,"12S63M",295
"17494",99,2125354,"6S69M",295
"17495",163,2125354,"14S61M",297
"17496",163,2125354,"7S68M",298
"17497",163,2125354,"50S25M",298
"17498",163,2125354,"27S48M",299
"17499",99,2125354,"26S49M",299
"17500",163,2125354,"10S65M",303
"17501",99,2125354,"11S64M",304
"17502",163,2125354,"11S64M",301
"17503",99,2125354,"25S50M",308
"17504",99,2125354,"44S31M",309
"17505",99,2125354,"29S46M",310
"17506",99,2125354,"35S40M",312
"17507",163,2125354,"10S65M",312
"17508",99,2125354,"20S55M",312
"17509",99,2125356,"33S42M",310
"17510",99,2125354,"53S22M",314
"17511",99,2125354,"1S74M",318
"17512",99,2125354,"2S73M",319
"17513",163,2125354,"47S28M",320
"17514",163,2125354,"35S40M",321
"17515",99,2125354,"31S44M",322
"17516",99,2125354,"25S50M",323
"17517",99,2125354,"6S69M",332
"17518",99,2125354,"24S51M",336
"17519",99,2125354,"10S65M",336
"17520",99,2125354,"33S42M",341
"17521",163,2125354,"47S28M",343
"17522",99,2125354,"13S62M",345
"17523",99,2125354,"23S52M",348
"17524",163,2125354,"26S49M",348
"17525",163,2125354,"34S41M",350
"17526",163,2125354,"16S59M",316
"17527",99,2125354,"15S60M",352
"17528",99,2125354,"7S68M",356
"17529",99,2125354,"16S59M",357
"17530",163,2125354,"19S56M",361
"17531",99,2125354,"8S67M",363
"17532",163,2125354,"41S34M",368
"17533",163,2125400,"10S65M",342
"17534",99,2125354,"44S31M",388
"17535",99,2125354,"26S49M",397
"17536",99,2125354,"34S41M",399
"17537",163,2125354,"42S33M",407
"17538",99,2125354,"4S71M",410
"17539",99,2125354,"40S35M",410
"17540",163,2125502,"1S74M",275
"17541",163,2125354,"34S41M",413
"17542",163,2125361,"13S62M",425
"17543",163,2125391,"48S27M",425
"17544",163,2125554,"7S68M",325
"17545",163,2125804,"1S74M",257
"17546",99,2125904,"32S43M",179
"17547",163,2125778,"3S72M",386
"17548",163,2126056,"1S74M",185
"17549",99,2126300,"32S43M",140
"17550",99,2126313,"32S43M",170
"17551",99,2126310,"30S45M",183
"17552",163,2126319,"15S60M",184
"17553",163,2126168,"10S65M",425
"17554",163,2126362,"5S70M",281
"17555",99,2126536,"24S51M",172
"17556",99,2126701,"32S43M",173
"17557",99,2126701,"4S71M",195
"17558",163,2126637,"3S72M",274
"17559",163,2126823,"10S65M",250
"17560",163,2126778,"1S74M",382
"17561",99,2126991,"4S71M",298
"17562",99,2127119,"31S44M",202
"17563",163,2127150,"10S65M",184
"17564",99,2127325,"47S28M",186
"17565",163,2127508,"1S74M",330
"17566",163,2127728,"36S39M",122
"17567",163,2127504,"55S20M",425
"17568",163,2127363,"4S71M",191
"17569",99,2127884,"4S71M",150
"17570",163,2127833,"3S72M",205
"17571",163,2127767,"4S71M",279
"17572",163,2127758,"2S73M",310
"17573",163,2127804,"12S63M",410
"17574",163,2128061,"2S73M",247
"17575",163,2128176,"3S72M",234
"17576",163,2128201,"2S73M",250
"17577",99,2128271,"4S71M",402
"17578",163,2128407,"7S68M",319
"17579",99,2128950,"16S59M",223
"17580",163,2129020,"3S72M",188
"17581",99,2129252,"32S43M",240
"17582",163,2129124,"8S67M",425
"17583",163,2129458,"31S44M",151
"17584",163,2129482,"8S67M",163
"17585",99,2130053,"6S69M",166
"17586",163,2130030,"23S52M",285
"17587",163,2130107,"9S66M",227
"17588",163,2130072,"4S71M",288
"17589",99,2130420,"32S43M",147
"17590",163,2130417,"8S67M",258
"17591",99,2130951,"9S66M",243
"17592",163,2131077,"7S68M",184
"17593",99,2131083,"32S43M",243
"17594",163,2131174,"1S74M",290
"17595",163,2131757,"8S67M",318
"17596",99,2131902,"32S43M",222
"17597",163,2131867,"2S73M",278
"17598",99,2132115,"4S71M",210
"17599",163,2132272,"45S30M",170
"17600",163,2132686,"32S43M",223
"17601",99,2132866,"26S49M",252
"17602",163,2132846,"4S71M",378
"17603",99,2133119,"4S71M",183
"17604",163,2134191,"3S72M",193
"17605",99,2134476,"4S71M",216
"17606",163,2134446,"2S73M",271
"17607",99,2134732,"8S67M",158
"17608",163,2134648,"8S67M",277
"17609",163,2134667,"1S74M",286
"17610",163,2134741,"4S71M",327
"17611",163,2134932,"38S37M",195
"17612",163,2134902,"46S29M",425
"17613",99,2135355,"32S43M",168
"17614",99,2135471,"32S43M",205
"17615",163,2135367,"6S69M",425
"17616",99,2135486,"39S36M",425
"17617",99,2135801,"29S46M",168
"17618",99,2135849,"4S71M",160
"17619",163,2135804,"31S44M",207
"17620",163,2135802,"10S65M",320
"17621",163,2136035,"5S70M",221
"17622",163,2135923,"25S50M",422
"17623",163,2136505,"6S69M",173
"17624",163,2136844,"9S66M",164
"17625",163,2136826,"5S70M",229
"17626",99,2136872,"49S26M",192
"17627",99,2136988,"32S43M",163
"17628",99,2137243,"32S43M",240
"17629",163,2137436,"16S59M",204
"17630",163,2137319,"3S72M",350
"17631",99,2137459,"32S43M",275
"17632",99,2137738,"2S73M",207
"17633",99,2137986,"4S71M",253
"17634",99,2138439,"32S43M",231
"17635",163,2138625,"26S49M",203
"17636",99,2138921,"4S71M",201
"17637",163,2138798,"4S71M",415
"17638",163,2139132,"15S60M",425
"17639",163,2139249,"3S72M",384
"17640",99,2139530,"53S22M",146
"17641",99,2139530,"5S70M",179
"17642",99,2139530,"22S53M",179
"17643",163,2139530,"45S30M",186
"17644",99,2139530,"50S25M",188
"17645",163,2139499,"2S73M",243
"17646",163,2139530,"11S64M",223
"17647",99,2139530,"29S46M",240
"17648",99,2139530,"53S22M",280
"17649",99,2139644,"50S25M",174
"17650",99,2139732,"8S67M",265
"17651",99,2140354,"32S43M",212
"17652",99,2140508,"32S43M",185
"17653",163,2140306,"37S38M",425
"17654",163,2140361,"25S50M",425
"17655",163,2140757,"4S71M",299
"17656",99,2140750,"4S71M",324
"17657",99,2141092,"4S71M",265
"17658",163,2141185,"4S71M",201
"17659",163,2141224,"16S59M",330
"17660",163,2141784,"42S33M",129
"17661",99,2141931,"42S33M",160
"17662",99,2141963,"19S56M",276
"17663",163,2142021,"10S65M",231
"17664",99,2142170,"4S71M",177
"17665",163,2142145,"34S41M",300
"17666",163,2142335,"16S59M",148
"17667",163,2142194,"2S73M",325
"17668",163,2142163,"4S71M",374
"17669",163,2142298,"36S39M",424
"17670",163,2142734,"40S35M",144
"17671",99,2142908,"4S71M",180
"17672",163,2142922,"5S70M",368
"17673",99,2143169,"32S43M",195
"17674",163,2143266,"50S25M",196
"17675",163,2143371,"8S67M",281
"17676",163,2143499,"7S68M",281
"17677",163,2143433,"1S74M",348
"17678",163,2144091,"38S37M",423
"17679",99,2144361,"32S43M",168
"17680",163,2144439,"42S33M",121
"17681",163,2144506,"11S64M",213
"17682",163,2144622,"28S47M",135
"17683",163,2144575,"3S72M",212
"17684",163,2144692,"38S37M",117
"17685",163,2144563,"2S73M",368
"17686",163,2144827,"1S74M",278
"17687",99,2144817,"4S71M",312
"17688",163,2145256,"17S58M",211
"17689",163,2145320,"7S68M",179
"17690",99,2145498,"31S44M",153
"17691",163,2145546,"4S71M",215
"17692",99,2145648,"32S43M",143
"17693",163,2145649,"4S71M",271
"17694",163,2145742,"2S73M",215
"17695",163,2146188,"2S73M",180
"17696",163,2146642,"31S44M",119
"17697",163,2146558,"11S64M",280
"17698",163,2146501,"7S68M",352
"17699",163,2146442,"38S37M",425
"17700",163,2146834,"6S32M1D37M",178
"17701",163,2146832,"22S53M",217
"17702",163,2146923,"26S49M",425
"17703",99,2147146,"4S71M",359
"17704",163,2147163,"4S71M",419
"17705",163,2147480,"8S67M",232
"17706",163,2147634,"2S73M",350
"17707",99,2147860,"32S43M",199
"17708",163,2147993,"1S74M",310
"17709",163,2148358,"48S27M",201
"17710",163,2148279,"3S72M",315
"17711",163,2148340,"24S51M",425
"17712",163,2148749,"3S72M",242
"17713",163,2148679,"6S69M",294
"17714",163,2149680,"49S26M",223
"17715",163,2149497,"14S61M",423
"17716",99,2149763,"30S45M",200
"17717",163,2149795,"1S74M",197
"17718",99,2149805,"32S43M",208
"17719",99,2149936,"32S43M",162
"17720",163,2149998,"16S59M",191
"17721",163,2149963,"3S72M",242
"17722",163,2149935,"25S50M",292
"17723",163,2150221,"8S67M",224
"17724",163,2150391,"11S64M",183
"17725",163,2150625,"3S72M",225
"17726",163,2150697,"1S74M",213
"17727",163,2150966,"2S73M",207
"17728",99,2150953,"4S71M",225
"17729",99,2151066,"48S27M",118
"17730",163,2150923,"2S73M",365
"17731",99,2151184,"4S71M",236
"17732",163,2151455,"8S67M",203
"17733",163,2152117,"6S69M",236
"17734",99,2152426,"31S44M",135
"17735",99,2152381,"11S64M",219
"17736",163,2152459,"2S73M",268
"17737",163,2152726,"1S74M",234
"17738",163,2152761,"2S73M",290
"17739",99,2153176,"4S71M",185
"17740",99,2153334,"4S71M",304
"17741",99,2153491,"4S71M",213
"17742",163,2153427,"47S28M",318
"17743",163,2153493,"2S73M",330
"17744",99,2153646,"32S43M",270
"17745",163,2153830,"2S73M",233
"17746",99,2153928,"23S52M",217
"17747",99,2154106,"48S27M",142
"17748",163,2154349,"33S42M",119
"17749",163,2154101,"8S67M",427
"17750",163,2154544,"1S74M",230
"17751",99,2154624,"4S71M",206
"17752",99,2154752,"32S43M",159
"17753",99,2155035,"4S71M",393
"17754",99,2155293,"4S71M",249
"17755",163,2155412,"7S68M",245
"17756",163,2155418,"3S72M",278
"17757",163,2155409,"4S71M",314
"17758",163,2155521,"1S74M",330
"17759",163,2155544,"4S71M",315
"17760",163,2155556,"6S69M",326
"17761",99,2155770,"4S71M",187
